"x","y"
"1",0.355448682978771
"2",0.418557260964779
"3",0.62598779093608
"4",0.564983925735467
"5",0.916996958890616
"6",0.955737033301798
"7",0.978284359539492
"8",0.887435770722543
"9",0.817597191509154
"10",0.571125506823439
"11",0.381267731918042
"12",0.144225850218804
"13",-0.0995634626713325
"14",-0.476305333536813
"15",-0.828209363113107
"16",-0.935483740061517
"17",-1.13557113648573
"18",-1.28051338146367
"19",-1.11791699790012
"20",-0.897886133788438
"21",-0.707122316403474
"22",-0.34512152490152
"23",-0.0555930835700609
"24",0.0561962952126252
"25",0.527924983817404
"26",0.491640190422136
"27",0.887391887819787
"28",0.814350417953503
"29",0.92299958766815
"30",0.790382755889337
"31",0.744898978963659
"32",0.646390924407786
"33",0.577027386826723
"34",0.504827755549216
"35",0.389486856912677
"36",0.153052432955112
"37",0.0522500970255628
"38",-0.250575719029788
"39",-0.526304874096284
"40",-0.793291694122223
"41",-0.925550103870745
"42",-1.23766858790097
"43",-1.26555294317029
"44",-0.990591934352754
"45",-0.937145576621709
"46",-0.580662802873144
"47",-0.186638963035315
"48",0.0729335812626921
"49",0.48075250363992
"50",0.696991315109475
"51",0.918869448014243
"52",0.838633618557816
"53",0.961927441035131
"54",0.875475680764153
"55",0.847100535702967
"56",0.598742783749436
"57",0.396803585581946
"58",0.209833768079513
"59",0.180096532551639
"60",0.0401044840260528
"61",-0.139130151599956
"62",-0.405702494957964
"63",-0.579158613020209
"64",-0.617567761434444
"65",-0.829480112689179
"66",-1.1434716975092
"67",-1.14727377054955
"68",-0.962805302592468
"69",-0.903241262934324
"70",-0.570497074805297
"71",-0.423886482339496
"72",-0.0293184141405907
"73",0.278231879510772
"74",0.671818965641461
"75",0.996052884916547
"76",1.10629801874356
"77",1.16755356227547
"78",0.984123053522558
"79",0.976319659088323
"80",0.936099286591171
"81",0.68223804435999
"82",0.194120476585185
"83",0.143150115069904
"84",-0.284350445668232
"85",-0.265331078152951
"86",-0.410616993052878
"87",-0.621768402288224
"88",-0.534606655233286
"89",-0.810345420064304
"90",-0.908807374409084
"91",-0.853481961339482
"92",-0.931397966477507
"93",-0.84243307392529
"94",-0.626526166695873
"95",-0.469785506965574
"96",-0.186114684771242
"97",0.210822728726101
"98",0.509165731629079
"99",0.597299899193457
"100",0.989764077492584
"101",1.19431500619392
"102",1.24103927205128
"103",1.33188998942473
"104",0.903241277254073
"105",0.775511375124155
"106",0.447932739688154
"107",0.0598600452030734
"108",-0.303216963272539
"109",-0.470686293842618
"110",-0.544427673777503
"111",-0.716716438312128
"112",-0.823323969811089
"113",-0.934294170986221
"114",-0.829128132902036
"115",-0.76098225635805
"116",-0.730540538200856
"117",-0.560955533908127
"118",-0.397084828471056
"119",-0.464691210478865
"120",0.0118707539787117
"121",0.0661861062450812
"122",0.332175431405628
"123",0.713485802903864
"124",0.760713929874794
"125",0.932733083041015
"126",1.18007850786333
"127",1.36287861523437
"128",1.11699578990633
"129",0.816621047096834
"130",0.54921514916894
"131",0.330135022528661
"132",-0.0368490692833437
"133",-0.463328523570962
"134",-0.833904815626432
"135",-0.933520909503897
"136",-1.02613442553201
"137",-1.02086760654034
"138",-1.02037291527778
"139",-0.756680119073599
"140",-0.7384521377873
"141",-0.561343716697427
"142",-0.415124920000811
"143",-0.131110107306841
"144",-0.0777709752410062
"145",0.132084079119628
"146",0.371962454573361
"147",0.534674925064723
"148",0.825464850192485
"149",0.765174705496406
"150",0.933582844811648
"151",0.968429945340343
"152",0.906706354057362
"153",0.920286373549041
"154",0.717077490437172
"155",0.521647279765692
"156",0.106653952877536
"157",-0.203593017209322
"158",-0.467550107930287
"159",-0.853520584293412
"160",-1.08651118618227
"161",-1.0507954303573
"162",-1.1344764955009
"163",-0.995380605919475
"164",-0.788889862243023
"165",-0.576984685742959
"166",-0.387375571646546
"167",-0.110739179845123
"168",0.180205469726484
"169",0.349814250936736
"170",0.545626986892169
"171",0.520024500762586
"172",0.784759002845152
"173",0.830340285861392
"174",0.687447849640498
"175",0.777169112764833
"176",0.838144312539722
"177",0.649606376606587
"178",0.544609230117589
"179",0.458680653039484
"180",0.176183372499266
"181",-0.0816907911109508
"182",-0.397923773973781
"183",-0.653275317743537
"184",-1.07119370821925
"185",-1.0352124923868
"186",-1.22282852502586
"187",-1.1771842774943
"188",-0.959839915508843
"189",-0.728810568379769
"190",-0.406565149240658
"191",-0.116369109778107
"192",0.0981493582309683
"193",0.408143579519874
"194",0.727967959839113
"195",0.942931150374319
"196",0.88296367449436
"197",0.803620212747604
"198",0.836496012085467
"199",0.741695155655864
"200",0.809506776961307
"201",0.665374658822929
"202",0.28273057609111
"203",0.378023223555612
"204",0.0713676952808599
"205",0.0362370249911798
"206",-0.283576823380738
"207",-0.674510942478036
"208",-0.569216664770148
"209",-0.945347434292303
"210",-1.04967124068046
"211",-1.21220452687095
"212",-1.0235072680789
"213",-0.857736829958477
"214",-0.536403930258461
"215",-0.325170078258944
"216",-0.101508388962153
"217",0.405587169779476
"218",0.661634310842679
"219",1.01651034144642
"220",0.937022530107709
"221",1.06596816258994
"222",1.02947228150028
"223",0.83449870869699
"224",0.786931521450549
"225",0.471269531280486
"226",0.257604793414403
"227",0.102823425398767
"228",0.00734966904058729
"229",-0.235656735812044
"230",-0.363194752186665
"231",-0.471972023777525
"232",-0.704756633743581
"233",-0.844469940314171
"234",-0.840523599308033
"235",-0.907075319626563
"236",-0.910180209925753
"237",-0.873781940766627
"238",-0.6630374452356
"239",-0.386528340698262
"240",-0.288523464040771
"241",0.13079306347031
"242",0.696888310695791
"243",0.906741216796023
"244",1.09661623145866
"245",1.07884204275885
"246",1.15478205668461
"247",1.10419404043439
"248",0.880232851057223
"249",0.763985687839289
"250",0.284349429329532
"251",-0.0690441449516913
"252",-0.338202036513796
"253",-0.464964437171463
"254",-0.601748416847904
"255",-0.741335089728281
"256",-0.723951819839595
"257",-0.884975485678457
"258",-0.876547423918348
"259",-0.78183529290896
"260",-0.801257972248438
"261",-0.500585451061835
"262",-0.639182813579251
"263",-0.493337708860841
"264",-0.230142957485041
"265",0.0310839419488643
"266",0.379036279804691
"267",0.615100305475236
"268",0.895032459942292
"269",1.10126547411431
"270",1.1649762697834
"271",1.14935258797545
"272",1.27130704204776
"273",0.778895615394477
"274",0.487409322425806
"275",0.20578747834562
"276",-0.144196956954843
"277",-0.501749041556097
"278",-0.753315689170552
"279",-0.768227367214719
"280",-1.02384313937588
"281",-0.853562365156617
"282",-0.898357604700568
"283",-0.701362146399014
"284",-0.662862422816616
"285",-0.536483805010616
"286",-0.444650775082272
"287",-0.228450099188456
"288",-0.096006151714682
"289",0.107666567738742
"290",0.259947999660942
"291",0.581461325795184
"292",0.777579015277963
"293",0.757107131036242
"294",1.06587320903977
"295",1.03854358040463
"296",1.0029008786941
"297",0.965484545288778
"298",0.670952239266988
"299",0.380769875081704
"300",0.0600788603121256
"301",-0.277382197774191
"302",-0.600405886642995
"303",-0.810818665535399
"304",-1.12687753925502
"305",-1.31013492051058
"306",-1.2162768134687
"307",-0.949060973897319
"308",-0.780868957377683
"309",-0.498300517212701
"310",-0.380078342162448
"311",-0.139542013625054
"312",0.147140474036506
"313",0.214689502718527
"314",0.365061881928459
"315",0.546647795957952
"316",0.708264617763787
"317",0.683222328607969
"318",0.891718728488302
"319",0.931882413929727
"320",0.787815696278275
"321",0.814592949047034
"322",0.738032980213374
"323",0.3513770848161
"324",0.139666182375554
"325",-0.0955644151110288
"326",-0.448615874739786
"327",-0.786191515743344
"328",-0.945703405110878
"329",-1.09926911756672
"330",-1.15810271998247
"331",-1.13535864383956
"332",-0.892120212197115
"333",-0.679151186303467
"334",-0.432703624194777
"335",0.0724854217946014
"336",0.309305461268701